Shale Crude Oil and Natural Gas Production,,,,,,,,,,,,,,,,
Month,Total CL,Total NG,Permian CL ,Permian NG ,Niobrara CL,Niobrara NG ,Haynesville CL,Haynesville NG ,Eagle Ford CL,Eagle Ford NG,Bakken CL ,Bakken NG ,Appalachia CL ,Appalachia NG ,Anadarko CL ,Anadarko NG 
43586," 8,425,811 "," 79,697,971 "," 4,229,945 "," 14,393,680 "," 715,397 "," 5,298,707 "," 38,029 "," 11,306,833 "," 1,344,343 "," 6,756,000 "," 1,399,455 "," 2,842,958 "," 127,000 "," 31,215,467 "," 571,642 "," 7,884,327 "
43617," 8,504,777 "," 80,421,165 "," 4,254,389 "," 14,598,137 "," 728,936 "," 5,391,009 "," 38,676 "," 11,445,517 "," 1,366,914 "," 6,878,478 "," 1,425,819 "," 2,913,319 "," 138,000 "," 31,533,615 "," 552,044 "," 7,661,090 "
43647," 8,633,753 "," 81,962,364 "," 4,320,554 "," 14,876,768 "," 730,943 "," 5,368,905 "," 39,127 "," 11,751,952 "," 1,383,901 "," 6,947,449 "," 1,445,070 "," 2,967,939 "," 148,000 "," 32,350,994 "," 566,158 "," 7,698,358 "
43678," 8,788,207 "," 83,028,175 "," 4,443,669 "," 15,498,050 "," 743,174 "," 5,405,681 "," 38,639 "," 11,793,445 "," 1,373,362 "," 7,018,870 "," 1,477,981 "," 3,037,281 "," 155,000 "," 32,603,110 "," 556,383 "," 7,671,738 "
43709," 8,888,487 "," 83,756,941 "," 4,472,658 "," 15,873,050 "," 755,247 "," 5,460,728 "," 39,648 "," 11,627,988 "," 1,412,630 "," 7,115,434 "," 1,444,335 "," 2,977,540 "," 158,000 "," 32,851,225 "," 605,969 "," 7,850,976 "
43739," 9,065,291 "," 84,773,585 "," 4,550,467 "," 15,971,130 "," 787,444 "," 5,663,726 "," 39,793 "," 11,795,165 "," 1,419,845 "," 7,087,266 "," 1,517,155 "," 3,113,631 "," 158,000 "," 33,160,369 "," 592,587 "," 7,982,299 "
43770," 9,058,030 "," 85,649,290 "," 4,597,345 "," 16,014,049 "," 793,232 "," 5,708,062 "," 39,886 "," 12,030,210 "," 1,384,455 "," 6,949,539 "," 1,518,380 "," 3,173,863 "," 147,000 "," 33,913,718 "," 577,730 "," 7,859,849 "
43800," 9,033,541 "," 85,507,018 "," 4,636,361 "," 16,319,182 "," 785,775 "," 5,721,989 "," 39,923 "," 12,182,678 "," 1,380,535 "," 6,943,569 "," 1,477,990 "," 3,099,858 "," 151,000 "," 33,469,512 "," 561,956 "," 7,770,230 "
43831," 9,048,671 "," 85,452,895 "," 4,680,003 "," 16,544,970 "," 786,332 "," 5,734,115 "," 39,792 "," 12,302,961 "," 1,364,836 "," 6,902,603 "," 1,476,291 "," 3,091,801 "," 151,357 "," 33,244,979 "," 550,061 "," 7,631,466 "
43862," 9,049,655 "," 85,325,254 "," 4,717,602 "," 16,756,094 "," 781,622 "," 5,727,547 "," 39,617 "," 12,411,061 "," 1,351,501 "," 6,866,758 "," 1,471,987 "," 3,080,004 "," 150,062 "," 33,002,634 "," 537,263 "," 7,481,155 "
43891," 9,057,400 "," 85,167,707 "," 4,753,528 "," 16,962,294 "," 774,095 "," 5,710,785 "," 39,257 "," 12,445,429 "," 1,344,892 "," 6,851,027 "," 1,469,311 "," 3,071,244 "," 149,259 "," 32,786,069 "," 527,058 "," 7,340,860 "
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
